mote,method,family,K,sequential,alpha,correction,threshold,seconds,n_obs,n_suspect,n_flag,recall,precision,recall_rise,flag_climb,n_climb,flag_ambig,n_ambig,flag_normal,n_normal,flag_post,precision_ext,recall_ext,fa_per_1000,fa_episodes,fa_episodes_per_day,lead_first_h,lead_24h_h,lead_episode_h
47,HMC-IN nonseq BH α=0.001,HMC-IN,3.0,False,0.001,bh,0.00010137963106495118,1.6896631670006172,32255,2271,3270,1.0,0.6944954128440367,1.0,379,401,2,925,618,28658,0,0.8103975535168195,0.9917664670658682,21.564659082978576,3,0.20199321271368537,270.3961830527246,15.18358694246199,15.18358694246199
47,HMC-IN nonseq α=0.01,HMC-IN,3.0,False,0.01,none,0.01,1.6387818750008591,32255,2271,3927,1.0,0.5783040488922842,1.0,401,401,76,925,1179,28658,0,0.6804176215940921,1.0,41.14034475539116,5,0.3366553545228089,367.8061434097159,16.15860322800977,16.15860322800977
47,HMC-IN nonseq α=0.001,HMC-IN,3.0,False,0.001,none,0.001,1.6719321250002395,32255,2271,3600,1.0,0.6308333333333334,1.0,401,401,23,925,905,28658,0,0.7422222222222222,1.0,31.579314676530114,3,0.20199321271368537,271.0711943273346,15.18358694246199,15.18358694246199
47,HMC-IN nonseq α=0.0001,HMC-IN,3.0,False,0.0001,none,0.0001,1.6312866249991202,32255,2271,3269,1.0,0.6947078617314163,1.0,379,401,2,925,617,28658,0,0.8106454573263995,0.9917664670658682,21.529764812617767,3,0.20199321271368537,270.3961830527246,15.18358694246199,15.18358694246199
47,"threshold 60 °C (suspect rule, T)",threshold,,,60.0,,60.0,0.07929824236353769,32255,2271,2271,1.0,1.0,1.0,0,401,0,925,0,28658,0,1.0,0.8499251497005988,0.0,0,0.0,0.0,0.0,0.0
47,threshold 35 °C,threshold,,,35.0,,35.0,0.07929824236353769,32255,2271,2475,1.0,0.9175757575757576,1.0,204,401,0,925,0,28658,0,1.0,0.9262724550898204,0.0,0,0.0,13.083551865897544,13.083551865897544,13.083551865897544
47,threshold 40 °C,threshold,,,40.0,,40.0,0.07929824236353769,32255,2271,2353,1.0,0.9651508712282193,1.0,82,401,0,925,0,28658,0,1.0,0.8806137724550899,0.0,0,0.0,10.608510525660874,10.608510525660874,8.116802240372106
47,threshold 50 °C,threshold,,,50.0,,50.0,0.07929824236353769,32255,2271,2294,1.0,0.9899738448125545,1.0,23,401,0,925,0,28658,0,1.0,0.8585329341317365,0.0,0,0.0,1.64169408763173,1.64169408763173,1.64169408763173
47,clean envelope ±2 °C,envelope,,,2.0,,2.0,0.07929824236353769,32255,2271,3269,1.0,0.6947078617314163,1.0,379,401,2,925,617,28658,0,0.8106454573263995,0.9917664670658682,21.529764812617767,3,0.20199321271368537,270.3961830527246,15.18358694246199,15.18358694246199
47,Hampel t=3,hampel,,,3.0,,3.0,0.07929824236353769,32255,2271,138,0.001321003963011889,0.021739130434782608,0.017094017094017096,16,401,33,925,86,28658,0,0.13768115942028986,0.007110778443113772,3.000907251029381,32,2.154594268945977,372.94789595828837,23.850398369553357,-4.025067230081856
47,Hampel t=4,hampel,,,4.0,,4.0,0.07929824236353769,32255,2271,64,0.00044033465433729633,0.015625,0.008547008547008548,11,401,18,925,34,28658,0,0.1875,0.004491017964071856,1.1864051922674297,25,1.6832767726140445,372.4812214968296,23.850398369553357,-4.025067230081856
47,Hampel t=5,hampel,,,5.0,,5.0,0.07929824236353769,32255,2271,32,0.00044033465433729633,0.03125,0.008547008547008548,8,401,9,925,14,28658,0,0.28125,0.0033682634730538923,0.48851978505129456,12,0.8079728508547415,298.22998128972955,23.025384589474466,-4.025067230081856
47,robust z 24 h t=3,robust_z,,,3.0,,3.0,0.07929824236353769,32255,2271,2244,0.09247027741083223,0.09358288770053476,1.0,401,401,173,925,1460,28658,0,0.27228163992869875,0.2286676646706587,50.94563472677786,7,0.4713174963319325,374.37291976024284,16.600277271890388,16.600277271890388
47,robust z 24 h t=4,robust_z,,,4.0,,4.0,0.07929824236353769,32255,2271,1580,0.09114927344782034,0.1310126582278481,1.0,401,401,109,925,863,28658,0,0.3848101265822785,0.2275449101796407,30.11375532137623,4,0.2693242836182471,374.04791433172693,16.15860322800977,16.15860322800977
47,robust z 24 h t=5,robust_z,,,5.0,,5.0,0.07929824236353769,32255,2271,1072,0.08894760017613386,0.1884328358208955,1.0,401,401,41,925,428,28658,0,0.5625,0.2256736526946108,14.934747714425292,6,0.40398642542737073,373.9979134965706,15.18358694246199,15.18358694246199
